n,R,T,config_norm,median_time_ms,solved_rate
800,1.0,0.8,lawler,4.558,1.0
800,1.0,0.8,szwarc,4.9254,1.0
900,0.2,0.2,adaptive_v1,1825.6658499999999,1.0
900,0.2,0.2,adaptive_v2,2609.8686,1.0
900,0.2,0.2,adaptive_v3,2217.9915499999997,1.0
900,0.2,0.2,both,1556.69725,1.0
900,0.2,0.2,lawler,1818.02565,1.0
900,0.2,0.2,szwarc,4367.34445,1.0
900,0.2,0.4,adaptive_v1,85419.10165,1.0
900,0.2,0.4,adaptive_v2,92984.21280000001,1.0
900,0.2,0.4,adaptive_v3,74050.8487,1.0
900,0.2,0.4,both,94394.39785,1.0
900,0.2,0.4,lawler,85216.96805,1.0
900,0.2,0.4,szwarc,182806.42875000002,1.0
900,0.2,0.6,adaptive_v1,202538.103,1.0
900,0.2,0.6,adaptive_v2,196134.774,1.0
900,0.2,0.6,adaptive_v3,142361.9955,1.0
900,0.2,0.6,both,202612.66635,1.0
900,0.2,0.6,lawler,201913.967,1.0
900,0.2,0.6,szwarc,285388.30264999997,1.0
900,0.2,0.8,adaptive_v1,77553.6865,1.0
900,0.2,0.8,adaptive_v2,81872.9669,1.0
900,0.2,0.8,adaptive_v3,59912.0196,1.0
900,0.2,0.8,both,67890.13235,1.0
900,0.2,0.8,lawler,77558.79535,1.0
900,0.2,0.8,szwarc,79873.03855,1.0
900,0.4,0.2,adaptive_v1,0.01745,1.0
900,0.4,0.2,adaptive_v2,0.0187,1.0
900,0.4,0.2,adaptive_v3,0.02135,1.0
900,0.4,0.2,both,0.02195,1.0
900,0.4,0.2,lawler,0.015349999999999999,1.0
900,0.4,0.2,szwarc,6.884,1.0
900,0.4,0.4,adaptive_v1,12260.515650000001,1.0
900,0.4,0.4,adaptive_v2,19391.6954,1.0
900,0.4,0.4,adaptive_v3,14835.597150000001,1.0
900,0.4,0.4,both,15046.3452,1.0
900,0.4,0.4,lawler,12212.4532,1.0
900,0.4,0.4,szwarc,33780.6653,1.0
900,0.4,0.6,adaptive_v1,53377.9696,1.0
900,0.4,0.6,adaptive_v2,77490.4411,1.0
900,0.4,0.6,adaptive_v3,58410.0221,1.0
900,0.4,0.6,both,67230.1799,1.0
900,0.4,0.6,lawler,53167.66115,1.0
900,0.4,0.6,szwarc,118259.54275,1.0
900,0.4,0.8,adaptive_v1,76.3031,1.0
900,0.4,0.8,adaptive_v2,212.87099999999998,1.0
900,0.4,0.8,adaptive_v3,214.0177,1.0
900,0.4,0.8,both,129.78375,1.0
900,0.4,0.8,lawler,76.0711,1.0
900,0.4,0.8,szwarc,243.40859999999998,1.0
900,0.6,0.2,adaptive_v1,0.00785,1.0
900,0.6,0.2,adaptive_v2,0.008199999999999999,1.0
900,0.6,0.2,adaptive_v3,0.00835,1.0
900,0.6,0.2,both,0.0083,1.0
900,0.6,0.2,lawler,0.009149999999999998,1.0
900,0.6,0.2,szwarc,0.00785,1.0
900,0.6,0.4,adaptive_v1,663.2972500000001,1.0
900,0.6,0.4,adaptive_v2,1715.0133999999998,1.0
900,0.6,0.4,adaptive_v3,1689.07085,1.0
900,0.6,0.4,both,965.1932999999999,1.0
900,0.6,0.4,lawler,661.7271499999999,1.0
900,0.6,0.4,szwarc,2478.3416500000003,1.0
900,0.6,0.6,adaptive_v1,8146.227849999999,1.0
900,0.6,0.6,adaptive_v2,25754.3595,1.0
900,0.6,0.6,adaptive_v3,20727.2702,1.0
900,0.6,0.6,both,16157.04995,1.0
900,0.6,0.6,lawler,8147.4518,1.0
900,0.6,0.6,szwarc,31096.87815,1.0
900,0.6,0.8,adaptive_v1,7.3847000000000005,1.0
900,0.6,0.8,adaptive_v2,9.9692,1.0
900,0.6,0.8,adaptive_v3,10.665099999999999,1.0
900,0.6,0.8,both,5.31325,1.0
900,0.6,0.8,lawler,7.6287,1.0
900,0.6,0.8,szwarc,6.3445,1.0
900,0.8,0.2,adaptive_v1,0.008150000000000001,1.0
900,0.8,0.2,adaptive_v2,0.008549999999999999,1.0
900,0.8,0.2,adaptive_v3,0.0086,1.0
900,0.8,0.2,both,0.0081,1.0
900,0.8,0.2,lawler,0.00805,1.0
900,0.8,0.2,szwarc,0.0082,1.0
900,0.8,0.4,adaptive_v1,0.0676,1.0
900,0.8,0.4,adaptive_v2,0.0965,1.0
900,0.8,0.4,adaptive_v3,0.09609999999999999,1.0
900,0.8,0.4,both,0.0904,1.0
900,0.8,0.4,lawler,0.07164999999999999,1.0
900,0.8,0.4,szwarc,14.20115,1.0
900,0.8,0.6,adaptive_v1,233.99085,1.0
900,0.8,0.6,adaptive_v2,630.0508,1.0
900,0.8,0.6,adaptive_v3,705.3237,1.0
900,0.8,0.6,both,450.40535,1.0
900,0.8,0.6,lawler,229.54475,1.0
900,0.8,0.6,szwarc,834.6431,1.0
900,0.8,0.8,adaptive_v1,6.10505,1.0
900,0.8,0.8,adaptive_v2,9.073350000000001,1.0
900,0.8,0.8,adaptive_v3,9.794599999999999,1.0
900,0.8,0.8,both,5.60505,1.0
900,0.8,0.8,lawler,6.2736,1.0
900,0.8,0.8,szwarc,5.81645,1.0
900,1.0,0.2,adaptive_v1,0.008,1.0
900,1.0,0.2,adaptive_v2,0.00805,1.0
900,1.0,0.2,adaptive_v3,0.00845,1.0
900,1.0,0.2,both,0.0081,1.0
900,1.0,0.2,lawler,0.00895,1.0
900,1.0,0.2,szwarc,0.0087,1.0
900,1.0,0.4,adaptive_v1,0.008,1.0
900,1.0,0.4,adaptive_v2,0.0084,1.0
900,1.0,0.4,adaptive_v3,0.008799999999999999,1.0
900,1.0,0.4,both,0.00855,1.0
900,1.0,0.4,lawler,0.00825,1.0
900,1.0,0.4,szwarc,0.009049999999999999,1.0
900,1.0,0.6,adaptive_v1,7.40465,1.0
900,1.0,0.6,adaptive_v2,13.779900000000001,1.0
900,1.0,0.6,adaptive_v3,13.95435,1.0
900,1.0,0.6,both,8.408100000000001,1.0
900,1.0,0.6,lawler,7.6530000000000005,1.0
900,1.0,0.6,szwarc,12.32325,1.0
900,1.0,0.8,adaptive_v1,5.5163,1.0
900,1.0,0.8,adaptive_v2,8.923,1.0
900,1.0,0.8,adaptive_v3,9.57675,1.0
900,1.0,0.8,both,5.6259999999999994,1.0
900,1.0,0.8,lawler,5.6021,1.0
900,1.0,0.8,szwarc,6.3376,1.0
1000,0.2,0.2,adaptive_v1,2182.9105499999996,1.0
1000,0.2,0.2,adaptive_v2,3401.3581000000004,1.0
1000,0.2,0.2,adaptive_v3,2783.93135,1.0
1000,0.2,0.2,both,2127.8476,1.0
1000,0.2,0.2,lawler,2161.9193,1.0
1000,0.2,0.2,szwarc,5674.2090499999995,1.0
1000,0.2,0.4,adaptive_v1,106191.1347,1.0
1000,0.2,0.4,adaptive_v2,121328.48120000001,1.0
1000,0.2,0.4,adaptive_v3,89975.94279999999,1.0
1000,0.2,0.4,both,116229.1521,1.0
1000,0.2,0.4,lawler,105605.07465,1.0
1000,0.2,0.4,szwarc,230264.18885,1.0
1000,0.2,0.6,adaptive_v1,273761.2443,1.0
1000,0.2,0.6,adaptive_v2,268574.971,1.0
1000,0.2,0.6,adaptive_v3,196415.89740000002,1.0
1000,0.2,0.6,both,293725.7326,1.0
1000,0.2,0.6,lawler,271933.2215,1.0
1000,0.2,0.6,szwarc,378888.3412,1.0
1000,0.2,0.8,adaptive_v1,118894.71225000001,1.0
1000,0.2,0.8,adaptive_v2,125216.51430000001,1.0
1000,0.2,0.8,adaptive_v3,87458.38785,1.0
1000,0.2,0.8,both,108109.74055,1.0
1000,0.2,0.8,lawler,118310.85115,1.0
1000,0.2,0.8,szwarc,117092.4455,1.0
1000,0.4,0.2,adaptive_v1,0.0432,1.0
1000,0.4,0.2,adaptive_v2,0.0539,1.0
1000,0.4,0.2,adaptive_v3,0.051949999999999996,1.0
1000,0.4,0.2,both,0.0619,1.0
1000,0.4,0.2,lawler,0.0411,1.0
1000,0.4,0.2,szwarc,17.32,1.0
1000,0.4,0.4,adaptive_v1,15755.14365,1.0
1000,0.4,0.4,adaptive_v2,25503.01115,1.0
1000,0.4,0.4,adaptive_v3,19103.88625,1.0
1000,0.4,0.4,both,19420.976450000002,1.0
1000,0.4,0.4,lawler,15854.797,1.0
1000,0.4,0.4,szwarc,41479.227100000004,1.0
1000,0.4,0.6,adaptive_v1,83867.24650000001,1.0
1000,0.4,0.6,adaptive_v2,109125.3796,1.0
1000,0.4,0.6,adaptive_v3,85827.61155,1.0
1000,0.4,0.6,both,106698.7254,1.0
1000,0.4,0.6,lawler,83501.1581,1.0
1000,0.4,0.6,szwarc,163573.61815,1.0
1000,0.4,0.8,adaptive_v1,123.87935,1.0
1000,0.4,0.8,adaptive_v2,319.38275,1.0
1000,0.4,0.8,adaptive_v3,354.8257,1.0
1000,0.4,0.8,both,208.8009,1.0
1000,0.4,0.8,lawler,123.8195,1.0
1000,0.4,0.8,szwarc,335.51,1.0
1000,0.6,0.2,adaptive_v1,0.01065,1.0
1000,0.6,0.2,adaptive_v2,0.009899999999999999,1.0
1000,0.6,0.2,adaptive_v3,0.0097,1.0
1000,0.6,0.2,both,0.00965,1.0
1000,0.6,0.2,lawler,0.01295,1.0
1000,0.6,0.2,szwarc,0.00995,1.0
1000,0.6,0.4,adaptive_v1,677.4694,1.0
1000,0.6,0.4,adaptive_v2,1831.7679,1.0
1000,0.6,0.4,adaptive_v3,1513.73595,1.0
1000,0.6,0.4,both,981.99325,1.0
1000,0.6,0.4,lawler,670.36925,1.0
1000,0.6,0.4,szwarc,2474.01455,1.0
1000,0.6,0.6,adaptive_v1,14419.435150000001,1.0
1000,0.6,0.6,adaptive_v2,39436.53125,1.0
1000,0.6,0.6,adaptive_v3,31604.3969,1.0
1000,0.6,0.6,both,26034.054949999998,1.0
1000,0.6,0.6,lawler,14404.116450000001,1.0
1000,0.6,0.6,szwarc,47956.487649999995,1.0
1000,0.6,0.8,adaptive_v1,8.26065,1.0
1000,0.6,0.8,adaptive_v2,11.027149999999999,1.0
1000,0.6,0.8,adaptive_v3,11.6318,1.0
1000,0.6,0.8,both,5.4891000000000005,1.0
1000,0.6,0.8,lawler,8.16565,1.0
1000,0.6,0.8,szwarc,6.21865,1.0
1000,0.8,0.2,adaptive_v1,0.009899999999999999,1.0
1000,0.8,0.2,adaptive_v2,0.01005,1.0
1000,0.8,0.2,adaptive_v3,0.0099,1.0
1000,0.8,0.2,both,0.009049999999999999,1.0
1000,0.8,0.2,lawler,0.0105,1.0
1000,0.8,0.2,szwarc,0.0093,1.0
1000,0.8,0.4,adaptive_v1,0.09725,1.0
1000,0.8,0.4,adaptive_v2,0.19615,1.0
1000,0.8,0.4,adaptive_v3,0.15625,1.0
1000,0.8,0.4,both,0.15265,1.0
1000,0.8,0.4,lawler,0.09795000000000001,1.0
1000,0.8,0.4,szwarc,17.467399999999998,1.0
1000,0.8,0.6,adaptive_v1,472.1934,1.0
1000,0.8,0.6,adaptive_v2,1306.1296,1.0
1000,0.8,0.6,adaptive_v3,1494.20455,1.0
1000,0.8,0.6,both,885.4205999999999,1.0
1000,0.8,0.6,lawler,467.52285,1.0
1000,0.8,0.6,szwarc,1569.8489,1.0
1000,0.8,0.8,adaptive_v1,7.3274,1.0
1000,0.8,0.8,adaptive_v2,10.300650000000001,1.0
1000,0.8,0.8,adaptive_v3,10.9037,1.0
1000,0.8,0.8,both,6.4973,1.0
1000,0.8,0.8,lawler,7.25825,1.0
1000,0.8,0.8,szwarc,6.58275,1.0
1000,1.0,0.2,adaptive_v1,0.009649999999999999,1.0
1000,1.0,0.2,adaptive_v2,0.009649999999999999,1.0
1000,1.0,0.2,adaptive_v3,0.00975,1.0
1000,1.0,0.2,both,0.012400000000000001,1.0
1000,1.0,0.2,lawler,0.009250000000000001,1.0
1000,1.0,0.2,szwarc,0.009600000000000001,1.0
1000,1.0,0.4,adaptive_v1,0.00915,1.0
1000,1.0,0.4,adaptive_v2,0.009399999999999999,1.0
1000,1.0,0.4,adaptive_v3,0.01,1.0
1000,1.0,0.4,both,0.0112,1.0
1000,1.0,0.4,lawler,0.01025,1.0
1000,1.0,0.4,szwarc,0.00925,1.0
1000,1.0,0.6,adaptive_v1,9.698550000000001,1.0
1000,1.0,0.6,adaptive_v2,16.8669,1.0
1000,1.0,0.6,adaptive_v3,16.6808,1.0
1000,1.0,0.6,both,12.121500000000001,1.0
1000,1.0,0.6,lawler,9.330649999999999,1.0
1000,1.0,0.6,szwarc,15.39825,1.0
1000,1.0,0.8,adaptive_v1,6.879300000000001,1.0
1000,1.0,0.8,adaptive_v2,10.47795,1.0
1000,1.0,0.8,adaptive_v3,10.9679,1.0
1000,1.0,0.8,both,6.63255,1.0
1000,1.0,0.8,lawler,6.77245,1.0
1000,1.0,0.8,szwarc,7.418200000000001,1.0
