n,R,T,seed,input_path,memory_limit_mb,timeout_sec,custom_status,std_unordered_status,comparison_status,objective_match,custom_order_valid,std_unordered_order_valid,custom_order_length,std_unordered_order_length,custom_reconstructed_order_cost,std_unordered_reconstructed_order_cost,custom_objective,std_unordered_objective,custom_reported_time_ms,std_unordered_reported_time_ms,ratio_std_unordered_to_custom_reported_time,custom_wall_time_ms,std_unordered_wall_time_ms,ratio_std_unordered_to_custom_wall_time,custom_nodes,std_unordered_nodes,nodes_match,custom_memo_hits,std_unordered_memo_hits,custom_memo_misses,std_unordered_memo_misses,custom_memo_used_mb,std_unordered_memo_used_mb,custom_memo_evictions,std_unordered_memo_evictions,custom_reconstruction_time_ms,std_unordered_reconstruction_time_ms,custom_trace_fallbacks,std_unordered_trace_fallbacks,process_memory_gate,notes,custom_run_line,std_unordered_run_line,source_file,process_gated_file,time_ratio_custom_to_std,memory_ratio_custom_to_std,memo_full_key_verification_ok,exact_memo_enabled_ok
300,0.2,0.8,7,D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.2_0.8_8.txt,12288,1200,SOLVED,SOLVED,MATCH,True,True,True,300,300,847580,847580,847580,847580,677.781,745.493,1.099902,692.169,784.575,1.133502,163049,163049,True,48576,48576,326097,326097,29.8552,34.831,0,0,0.5998,0.5637,0,0,False,,[run] n=300 seed=7 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.2_0.8_8.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=847580 time_ms=677.781 nodes=163049 max_depth=299 memo_hits=48576 memo_misses=326097 memo_exact_hits=48576 memo_lb_hits=0 rule4=1 valid_pos=9145191 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=1629 terminal_edd=8595 memo_peak=163049 memo_final=163049 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.5998 reconstruction_repairs=0 reconstruction_trace_hits=167 reconstruction_trace_fallbacks=0 memo_used_mb=29.8552 memo_bytes_per_entry=192,[run] n=300 seed=7 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.2_0.8_8.txt decomp=adaptive memo_backend=std_unordered use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=847580 time_ms=745.493 nodes=163049 max_depth=299 memo_hits=48576 memo_misses=326097 memo_exact_hits=48576 memo_lb_hits=0 rule4=1 valid_pos=9145191 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=1629 terminal_edd=8595 memo_peak=163049 memo_final=163049 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.5637 reconstruction_repairs=0 reconstruction_trace_hits=167 reconstruction_trace_fallbacks=0 memo_used_mb=34.831 memo_bytes_per_entry=224,C:\c++\test2\results\memo_backend_no_gate\raw_results.csv,False,0.9091715146889373,0.8571444977175504,True,True
300,0.2,0.8,8,D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.2_0.8_9.txt,12288,1200,SOLVED,SOLVED,MATCH,True,True,True,300,300,886204,886204,886204,886204,460.239,494.451,1.074335,474.052,524.128,1.105634,110405,110405,True,23952,23952,220809,220809,20.2158,23.5851,0,0,0.5131,0.4203,0,0,False,,[run] n=300 seed=8 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.2_0.8_9.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=886204 time_ms=460.239 nodes=110405 max_depth=299 memo_hits=23952 memo_misses=220809 memo_exact_hits=23952 memo_lb_hits=0 rule4=1 valid_pos=6092456 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=1082 terminal_edd=5628 memo_peak=110405 memo_final=110405 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.5131 reconstruction_repairs=0 reconstruction_trace_hits=147 reconstruction_trace_fallbacks=0 memo_used_mb=20.2158 memo_bytes_per_entry=192,[run] n=300 seed=8 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.2_0.8_9.txt decomp=adaptive memo_backend=std_unordered use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=886204 time_ms=494.451 nodes=110405 max_depth=299 memo_hits=23952 memo_misses=220809 memo_exact_hits=23952 memo_lb_hits=0 rule4=1 valid_pos=6092456 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=1082 terminal_edd=5628 memo_peak=110405 memo_final=110405 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.4203 reconstruction_repairs=0 reconstruction_trace_hits=147 reconstruction_trace_fallbacks=0 memo_used_mb=23.5851 memo_bytes_per_entry=224,C:\c++\test2\results\memo_backend_no_gate\raw_results.csv,False,0.9308081083868774,0.8571428571428572,True,True
300,0.2,0.8,9,D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.2_0.8_10.txt,12288,1200,SOLVED,SOLVED,MATCH,True,True,True,300,300,836477,836477,836477,836477,370.215,408.427,1.103216,383.473,437.242,1.140216,95053,95053,True,21604,21604,190105,190105,17.4047,20.3055,0,0,0.6361,0.6363,0,0,False,,[run] n=300 seed=9 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.2_0.8_10.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=836477 time_ms=370.215 nodes=95053 max_depth=299 memo_hits=21604 memo_misses=190105 memo_exact_hits=21604 memo_lb_hits=0 rule4=1 valid_pos=5094299 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=971 terminal_edd=4954 memo_peak=95053 memo_final=95053 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.6361 reconstruction_repairs=0 reconstruction_trace_hits=174 reconstruction_trace_fallbacks=0 memo_used_mb=17.4047 memo_bytes_per_entry=192,[run] n=300 seed=9 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.2_0.8_10.txt decomp=adaptive memo_backend=std_unordered use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=836477 time_ms=408.427 nodes=95053 max_depth=299 memo_hits=21604 memo_misses=190105 memo_exact_hits=21604 memo_lb_hits=0 rule4=1 valid_pos=5094299 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=971 terminal_edd=4954 memo_peak=95053 memo_final=95053 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.6363 reconstruction_repairs=0 reconstruction_trace_hits=174 reconstruction_trace_fallbacks=0 memo_used_mb=20.3055 memo_bytes_per_entry=224,C:\c++\test2\results\memo_backend_no_gate\raw_results.csv,False,0.9064410531135306,0.8571421536037034,True,True
300,0.4,0.6,0,D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_1.txt,12288,1200,SOLVED,SOLVED,MATCH,True,True,True,300,300,403105,403105,403105,403105,1081.69,1154.1,1.066942,1094.785,1208.276,1.103665,237873,237873,True,52930,52930,475745,475745,43.5558,50.8152,0,0,0.8694,0.8342,0,0,False,,[run] n=300 seed=0 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_1.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=403105 time_ms=1081.69 nodes=237873 max_depth=299 memo_hits=52930 memo_misses=475745 memo_exact_hits=52930 memo_lb_hits=0 rule4=1 valid_pos=14612662 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=2400 terminal_edd=11758 memo_peak=237873 memo_final=237873 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.8694 reconstruction_repairs=0 reconstruction_trace_hits=226 reconstruction_trace_fallbacks=0 memo_used_mb=43.5558 memo_bytes_per_entry=192,[run] n=300 seed=0 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_1.txt decomp=adaptive memo_backend=std_unordered use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=403105 time_ms=1154.1 nodes=237873 max_depth=299 memo_hits=52930 memo_misses=475745 memo_exact_hits=52930 memo_lb_hits=0 rule4=1 valid_pos=14612662 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=2400 terminal_edd=11758 memo_peak=237873 memo_final=237873 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.8342 reconstruction_repairs=0 reconstruction_trace_hits=226 reconstruction_trace_fallbacks=0 memo_used_mb=50.8152 memo_bytes_per_entry=224,C:\c++\test2\results\memo_backend_no_gate\raw_results.csv,False,0.9372584698033101,0.8571411703584754,True,True
300,0.4,0.6,1,D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_2.txt,12288,1200,SOLVED,SOLVED,MATCH,True,True,True,300,300,356125,356125,356125,356125,1444.84,1601.3,1.108289,1458.706,1670.785,1.145388,306792,306792,True,81252,81252,613583,613583,56.1753,65.5378,0,0,0.9114,0.8617,0,0,False,,[run] n=300 seed=1 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_2.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=356125 time_ms=1444.84 nodes=306792 max_depth=299 memo_hits=81252 memo_misses=613583 memo_exact_hits=81252 memo_lb_hits=0 rule4=1 valid_pos=19205402 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=4141 terminal_edd=12550 memo_peak=306792 memo_final=306792 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.9114 reconstruction_repairs=0 reconstruction_trace_hits=240 reconstruction_trace_fallbacks=0 memo_used_mb=56.1753 memo_bytes_per_entry=192,[run] n=300 seed=1 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_2.txt decomp=adaptive memo_backend=std_unordered use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=356125 time_ms=1601.3 nodes=306792 max_depth=299 memo_hits=81252 memo_misses=613583 memo_exact_hits=81252 memo_lb_hits=0 rule4=1 valid_pos=19205402 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=4141 terminal_edd=12550 memo_peak=306792 memo_final=306792 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.8617 reconstruction_repairs=0 reconstruction_trace_hits=240 reconstruction_trace_fallbacks=0 memo_used_mb=65.5378 memo_bytes_per_entry=224,C:\c++\test2\results\memo_backend_no_gate\raw_results.csv,False,0.902291887841129,0.857143511072999,True,True
300,0.4,0.6,2,D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_3.txt,12288,1200,SOLVED,SOLVED,MATCH,True,True,True,300,300,337316,337316,337316,337316,593.669,646.683,1.089299,608.106,683.9,1.124639,150468,150468,True,31816,31816,300935,300935,27.5515,32.1434,0,0,0.8132,0.7116,0,0,False,,[run] n=300 seed=2 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_3.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=337316 time_ms=593.669 nodes=150468 max_depth=299 memo_hits=31816 memo_misses=300935 memo_exact_hits=31816 memo_lb_hits=0 rule4=1 valid_pos=7725914 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=1024 terminal_edd=8516 memo_peak=150468 memo_final=150468 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.8132 reconstruction_repairs=0 reconstruction_trace_hits=211 reconstruction_trace_fallbacks=0 memo_used_mb=27.5515 memo_bytes_per_entry=192,[run] n=300 seed=2 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_3.txt decomp=adaptive memo_backend=std_unordered use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=337316 time_ms=646.683 nodes=150468 max_depth=299 memo_hits=31816 memo_misses=300935 memo_exact_hits=31816 memo_lb_hits=0 rule4=1 valid_pos=7725914 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=1024 terminal_edd=8516 memo_peak=150468 memo_final=150468 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.7116 reconstruction_repairs=0 reconstruction_trace_hits=211 reconstruction_trace_fallbacks=0 memo_used_mb=32.1434 memo_bytes_per_entry=224,C:\c++\test2\results\memo_backend_no_gate\raw_results.csv,False,0.9180216582158491,0.8571433015797956,True,True
300,0.4,0.6,3,D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_4.txt,12288,1200,SOLVED,SOLVED,MATCH,True,True,True,300,300,344839,344839,344839,344839,1657.83,1796.42,1.083597,1671.683,1862.355,1.11406,295721,295721,True,57665,57665,591441,591441,54.1481,63.1728,0,0,0.8764,0.8216,0,0,False,,[run] n=300 seed=3 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_4.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=344839 time_ms=1657.83 nodes=295721 max_depth=299 memo_hits=57665 memo_misses=591441 memo_exact_hits=57665 memo_lb_hits=0 rule4=1 valid_pos=25355173 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=3489 terminal_edd=22762 memo_peak=295721 memo_final=295721 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.8764 reconstruction_repairs=0 reconstruction_trace_hits=228 reconstruction_trace_fallbacks=0 memo_used_mb=54.1481 memo_bytes_per_entry=192,[run] n=300 seed=3 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_4.txt decomp=adaptive memo_backend=std_unordered use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=344839 time_ms=1796.42 nodes=295721 max_depth=299 memo_hits=57665 memo_misses=591441 memo_exact_hits=57665 memo_lb_hits=0 rule4=1 valid_pos=25355173 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=3489 terminal_edd=22762 memo_peak=295721 memo_final=295721 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.8216 reconstruction_repairs=0 reconstruction_trace_hits=228 reconstruction_trace_fallbacks=0 memo_used_mb=63.1728 memo_bytes_per_entry=224,C:\c++\test2\results\memo_backend_no_gate\raw_results.csv,False,0.9228521169882321,0.8571426310057493,True,True
300,0.4,0.6,4,D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_5.txt,12288,1200,SOLVED,SOLVED,MATCH,True,True,True,300,300,350625,350625,350625,350625,1215.27,1329.56,1.094045,1228.165,1393.091,1.134287,278923,278923,True,62672,62672,557845,557845,51.0723,59.5844,0,0,0.6045,0.5921,0,0,False,,[run] n=300 seed=4 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_5.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=350625 time_ms=1215.27 nodes=278923 max_depth=299 memo_hits=62672 memo_misses=557845 memo_exact_hits=62672 memo_lb_hits=0 rule4=1 valid_pos=15577899 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=1455 terminal_edd=18133 memo_peak=278923 memo_final=278923 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.6045 reconstruction_repairs=0 reconstruction_trace_hits=181 reconstruction_trace_fallbacks=0 memo_used_mb=51.0723 memo_bytes_per_entry=192,[run] n=300 seed=4 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_5.txt decomp=adaptive memo_backend=std_unordered use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=350625 time_ms=1329.56 nodes=278923 max_depth=299 memo_hits=62672 memo_misses=557845 memo_exact_hits=62672 memo_lb_hits=0 rule4=1 valid_pos=15577899 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=1455 terminal_edd=18133 memo_peak=278923 memo_final=278923 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.5921 reconstruction_repairs=0 reconstruction_trace_hits=181 reconstruction_trace_fallbacks=0 memo_used_mb=59.5844 memo_bytes_per_entry=224,C:\c++\test2\results\memo_backend_no_gate\raw_results.csv,False,0.9140392310237974,0.8571421378750143,True,True
300,0.4,0.6,5,D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_6.txt,12288,1200,SOLVED,SOLVED,MATCH,True,True,True,300,300,308117,308117,308117,308117,837.254,908.056,1.084565,852.577,949.913,1.114167,174123,174123,True,33411,33411,348245,348245,31.8829,37.1967,0,0,0.7311,0.6315,0,0,False,,[run] n=300 seed=5 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_6.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=308117 time_ms=837.254 nodes=174123 max_depth=299 memo_hits=33411 memo_misses=348245 memo_exact_hits=33411 memo_lb_hits=0 rule4=1 valid_pos=11107032 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=700 terminal_edd=8501 memo_peak=174123 memo_final=174123 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.7311 reconstruction_repairs=0 reconstruction_trace_hits=176 reconstruction_trace_fallbacks=0 memo_used_mb=31.8829 memo_bytes_per_entry=192,[run] n=300 seed=5 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_6.txt decomp=adaptive memo_backend=std_unordered use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=308117 time_ms=908.056 nodes=174123 max_depth=299 memo_hits=33411 memo_misses=348245 memo_exact_hits=33411 memo_lb_hits=0 rule4=1 valid_pos=11107032 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=700 terminal_edd=8501 memo_peak=174123 memo_final=174123 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.6315 reconstruction_repairs=0 reconstruction_trace_hits=176 reconstruction_trace_fallbacks=0 memo_used_mb=37.1967 memo_bytes_per_entry=224,C:\c++\test2\results\memo_backend_no_gate\raw_results.csv,False,0.9220290378566961,0.8571432412015044,True,True
300,0.4,0.6,6,D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_7.txt,12288,1200,SOLVED,SOLVED,MATCH,True,True,True,300,300,389516,389516,389516,389516,599.726,655.538,1.093062,615.155,692.057,1.125012,141597,141597,True,42498,42498,283193,283193,25.9272,30.2484,0,0,0.7895,0.7331,0,0,False,,[run] n=300 seed=6 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_7.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=389516 time_ms=599.726 nodes=141597 max_depth=299 memo_hits=42498 memo_misses=283193 memo_exact_hits=42498 memo_lb_hits=0 rule4=1 valid_pos=7660352 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=845 terminal_edd=7847 memo_peak=141597 memo_final=141597 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.7895 reconstruction_repairs=0 reconstruction_trace_hits=217 reconstruction_trace_fallbacks=0 memo_used_mb=25.9272 memo_bytes_per_entry=192,[run] n=300 seed=6 input=D:\test2\results\memo_backend_no_gate\data\300\SDT_300_0.4_0.6_7.txt decomp=adaptive memo_backend=std_unordered use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=389516 time_ms=655.538 nodes=141597 max_depth=299 memo_hits=42498 memo_misses=283193 memo_exact_hits=42498 memo_lb_hits=0 rule4=1 valid_pos=7660352 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=845 terminal_edd=7847 memo_peak=141597 memo_final=141597 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.7331 reconstruction_repairs=0 reconstruction_trace_hits=217 reconstruction_trace_fallbacks=0 memo_used_mb=30.2484 memo_bytes_per_entry=224,C:\c++\test2\results\memo_backend_no_gate\raw_results.csv,False,0.9148607708477616,0.8571428571428571,True,True
