R,T,n,rows,median_ours_wall_time_s,median_article_wall_time_s,median_ours_peak_gb,median_article_peak_gb,median_time_ratio,median_memory_ratio
1.0,0.6,700,10,0.053578,0.053987999999999994,0.0020046234130859375,0.00200653076171875,0.9889775000000001,1.0
1.0,0.6,800,10,0.054247000000000004,0.0541905,0.0020160675048828125,0.0020084381103515625,0.9965745,0.9923679999999999
1.0,0.6,900,10,0.0532525,0.0535405,0.002002716064453125,0.0020236968994140625,0.9958195000000001,0.989635
1.0,0.6,1000,10,0.05376,0.0541205,0.00200653076171875,0.0019969940185546875,0.9985775,1.0047985000000001
1.0,0.6,1100,10,0.0531635,0.0537285,0.0020008087158203125,0.00200653076171875,0.9901795,0.998099
1.0,0.8,50,10,0.0531805,0.0539115,0.00197601318359375,0.00200653076171875,0.989922,0.984791
1.0,0.8,100,10,0.053702,0.0546725,0.00200653076171875,0.0020084381103515625,0.984727,0.9915285
1.0,0.8,200,10,0.0534135,0.054543499999999995,0.0020084381103515625,0.002017974853515625,0.9873545,0.9923955
1.0,0.8,300,10,0.053747,0.053829,0.0020160675048828125,0.0020084381103515625,0.9979834999999999,1.0019010000000002
1.0,0.8,400,10,0.053852,0.05438,0.002010345458984375,0.00200653076171875,0.985009,1.0018995
1.0,0.8,500,10,0.053346,0.05434,0.0020046234130859375,0.00202178955078125,0.9866889999999999,0.9915465
1.0,0.8,600,10,0.0533565,0.05404199999999999,0.00200653076171875,0.0020160675048828125,0.988677,0.994361
1.0,0.8,700,10,0.0539305,0.0540345,0.002002716064453125,0.00200653076171875,0.9956564999999999,0.997175
1.0,0.8,800,10,0.053461999999999996,0.054110000000000005,0.0020046234130859375,0.0020122528076171875,0.9889034999999999,1.0
1.0,0.8,900,10,0.053364999999999996,0.053825000000000005,0.00200653076171875,0.00201416015625,0.9922675,0.985822
1.0,0.8,1000,10,0.0536315,0.053732,0.00200653076171875,0.0020122528076171875,0.9947075,1.0000015
1.0,0.8,1100,10,0.053627499999999995,0.0541,0.0019989013671875,0.002017974853515625,0.9861154999999999,0.9895945
