instance_key,custom_reported_time_ms,std_unordered_reported_time_ms,custom_memo_used_mb,std_unordered_memo_used_mb,custom_objective,std_unordered_objective,process_gated_file,source_file,objective_match,time_ratio_custom_to_std,memory_ratio_custom_to_std,memo_full_key_verification_ok,exact_memo_enabled_ok
300|R=0.2|T=0.8|seed=4,815.8865,656.8581,52.7734375,68.43359375,863013.0,863013.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2421046493907892,0.7711627375991781,True,True
300|R=0.2|T=0.8|seed=5,738.0122,603.4412,52.7734375,68.43359375,754069.0,754069.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2230059863330511,0.7711627375991781,True,True
300|R=0.2|T=0.8|seed=6,722.1782,581.8181,52.7734375,68.43359375,892949.0,892949.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2412439557999313,0.7711627375991781,True,True
300|R=0.2|T=0.8|seed=7,860.6308,690.9608,52.7734375,68.43359375,847580.0,847580.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2455566220254464,0.7711627375991781,True,True
300|R=0.2|T=0.8|seed=8,583.8728,474.3652,52.7734375,68.43359375,886204.0,886204.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2308508296982998,0.7711627375991781,True,True
300|R=0.2|T=0.8|seed=9,477.1168,376.9813,52.7734375,68.43359375,836477.0,836477.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.26562458137844,0.7711627375991781,True,True
300|R=0.4|T=0.6|seed=0,1368.2755,1092.2087,33.37109375,43.8359375,403105.0,403105.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2527601180983086,0.7612725004455534,True,True
300|R=0.4|T=0.6|seed=1,1794.0634,1478.2289,37.8828125,57.55859375,356125.0,356125.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2136573706548424,0.6581608415337632,True,True
300|R=0.4|T=0.6|seed=2,759.0577,598.6795,37.8828125,57.55859375,337316.0,337316.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2678865737009535,0.6581608415337632,True,True
300|R=0.4|T=0.6|seed=3,1984.8088,1692.5431,37.92578125,57.55859375,344839.0,344839.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.172678438735179,0.6589073634204275,True,True
300|R=0.4|T=0.6|seed=4,1506.1672,1226.3624,37.92578125,57.55859375,350625.0,350625.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2281583323167768,0.6589073634204275,True,True
300|R=0.4|T=0.6|seed=5,1017.4391,830.966,37.92578125,57.55859375,308117.0,308117.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2244052103214813,0.6589073634204275,True,True
300|R=0.4|T=0.6|seed=6,751.0759,603.6521,37.92578125,57.55859375,389516.0,389516.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2442198080649434,0.6589073634204275,True,True
300|R=0.4|T=0.6|seed=7,895.6457,728.9259,37.92578125,57.55859375,371914.0,371914.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2287198191201603,0.6589073634204275,True,True
300|R=0.4|T=0.6|seed=8,789.4542,643.2651,37.92578125,57.55859375,386543.0,386543.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2272610468063634,0.6589073634204275,True,True
300|R=0.4|T=0.6|seed=9,682.0839,566.1222,37.92578125,57.55859375,341823.0,341823.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2048351045057055,0.6589073634204275,True,True
